기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권_코드,상권_코드_명,총_상주인구_수,남성_상주인구_수,여성_상주인구_수,연령대_10_상주인구_수,연령대_20_상주인구_수,연령대_30_상주인구_수,연령대_40_상주인구_수,연령대_50_상주인구_수,연령대_60_이상_상주인구_수,남성연령대_10_상주인구_수,남성연령대_20_상주인구_수,남성연령대_30_상주인구_수,남성연령대_40_상주인구_수,남성연령대_50_상주인구_수,남성연령대_60_이상_상주인구_수,여성연령대_10_상주인구_수,여성연령대_20_상주인구_수,여성연령대_30_상주인구_수,여성연령대_40_상주인구_수,여성연령대_50_상주인구_수,여성연령대_60_이상_상주인구_수,총_가구_수,아파트_가구_수,비_아파트_가구_수
20231,A,골목상권,3110405,방학역 1번,7456,3813,3643,582,894,907,1070,1315,2688,307,469,462,596,680,1299,275,425,445,474,635,1389,3417,0,3417
20231,A,골목상권,3110406,도봉산역 1번,1518,785,733,121,142,204,221,229,601,58,75,98,126,132,296,63,67,106,95,97,305,679,0,679
20231,A,골목상권,3110407,도봉역 2번,6902,3562,3340,474,728,874,922,1259,2645,241,408,467,509,653,1284,233,320,407,413,606,1361,3275,0,3275
20231,A,골목상권,3110408,가인초등학교,817,386,431,103,125,129,105,154,201,52,62,66,50,64,92,51,63,63,55,90,109,285,0,285
20231,A,골목상권,3110409,창동역 2번,2979,1490,1489,262,366,482,427,522,920,138,191,243,220,246,452,124,175,239,207,276,468,1299,0,1299
20231,A,골목상권,3110410,방학역 2번,2578,1346,1232,175,258,454,412,441,838,96,130,239,237,226,418,79,128,215,175,215,420,1416,0,1416
20231,A,골목상권,3110411,도봉역 3번,1676,883,793,174,170,197,212,261,662,95,91,113,133,140,311,79,79,84,79,121,351,758,0,758
20231,A,골목상권,3110412,창동중학교,382,189,193,48,56,59,58,61,100,20,33,32,28,24,52,28,23,27,30,37,48,137,0,137
20231,A,골목상권,3110413,누원고등학교,772,370,402,119,81,86,122,115,249,59,40,44,59,57,111,60,41,42,63,58,138,247,0,247
20231,A,골목상권,3110414,장석교회,1149,582,567,135,154,138,176,177,369,73,78,79,87,95,170,62,76,59,89,82,199,458,0,458
20231,A,골목상권,3110415,수락산역 4번,5231,2638,2593,543,671,747,762,909,1599,275,363,419,380,440,761,268,308,328,382,469,838,2207,0,2207
20231,A,골목상권,3110416,노원초등학교,2601,1251,1350,321,398,336,378,477,691,151,210,161,179,218,332,170,188,175,199,259,359,879,0,879
20231,A,골목상권,3110417,월계역 3번,958,506,452,66,111,131,142,153,355,39,59,66,86,82,174,27,52,65,56,71,181,500,0,500
20231,A,골목상권,3110418,광운대학교 남단,1590,891,699,99,265,310,181,221,514,49,158,208,109,113,254,50,107,102,72,108,260,848,0,848
20231,A,골목상권,3110419,수락산디자인거리,3256,1582,1674,303,397,494,442,530,1090,161,200,256,206,248,511,142,197,238,236,282,579,1320,0,1320
20231,A,골목상권,3110420,광운대역 1번,1358,778,580,107,287,247,161,185,371,52,174,183,86,109,174,55,113,64,75,76,197,757,0,757
20231,A,골목상권,3110421,석계역 1번,1483,779,704,94,139,191,206,231,622,50,83,106,114,135,291,44,56,85,92,96,331,768,0,768
20231,A,골목상권,3110422,노원역 9번,1005,489,516,124,138,135,177,174,257,62,65,65,89,85,123,62,73,70,88,89,134,361,0,361
20231,A,골목상권,3110423,석계역 2번,547,260,287,108,40,75,81,79,164,47,17,33,43,40,80,61,23,42,38,39,84,231,0,231
20231,A,골목상권,3110424,상계초등학교,3092,1569,1523,265,435,445,419,531,997,130,239,215,227,257,501,135,196,230,192,274,496,1307,0,1307
20231,A,골목상권,3110425,계상초등학교,3869,1906,1963,354,503,487,546,646,1333,178,259,261,280,322,606,176,244,226,266,324,727,1625,0,1625
20231,A,골목상권,3110426,상계2동주민센터,4253,2093,2160,286,503,652,571,746,1495,147,251,339,319,365,672,139,252,313,252,381,823,2075,0,2075
20231,A,골목상권,3110427,노원 을지대학교병원,640,320,320,66,95,103,64,122,190,33,52,60,32,58,85,33,43,43,32,64,105,211,0,211
20231,A,골목상권,3110428,상계5동주민센터,9414,4650,4764,780,1110,1172,1288,1624,3440,379,585,620,680,807,1579,401,525,552,608,817,1861,4314,0,4314
20231,A,골목상권,3110429,공릉동 국수거리,5140,2545,2595,481,549,1094,873,678,1465,235,268,537,487,332,686,246,281,557,386,346,779,2365,0,2365
20231,A,골목상권,3110430,중계초등학교,66,32,34,1,13,4,11,18,19,0,7,3,5,8,9,1,6,1,6,10,10,30,0,30
20231,A,골목상권,3110431,상계역,910,492,418,80,120,114,113,172,311,34,71,63,63,95,166,46,49,51,50,77,145,398,0,398
20231,A,골목상권,3110432,대진고등학교,1926,946,980,227,340,288,201,360,510,118,179,147,91,158,253,109,161,141,110,202,257,741,0,741
20231,A,골목상권,3110433,공릉역 2번,4427,2292,2135,316,730,1004,564,578,1235,160,357,589,330,267,589,156,373,415,234,311,646,2367,0,2367
20231,A,골목상권,3110434,태릉입구역 4번,1746,874,872,154,166,382,255,262,527,75,68,195,154,131,251,79,98,187,101,131,276,865,0,865
20231,A,골목상권,3110435,서울과학기술대,266,131,135,21,49,40,38,43,75,11,21,18,19,23,39,10,28,22,19,20,36,124,0,124
20231,A,골목상권,3110436,상계제일중학교,1370,676,694,126,245,171,176,283,369,54,130,108,83,133,168,72,115,63,93,150,201,508,0,508
20231,A,골목상권,3110437,당고개역 2번,1563,800,763,100,142,177,213,265,666,59,68,99,124,141,309,41,74,78,89,124,357,792,0,792
20231,A,골목상권,3110438,경춘선숲길 우측,3249,1746,1503,268,722,663,429,411,756,157,380,401,236,204,368,111,342,262,193,207,388,1805,0,1805
20231,A,골목상권,3110439,당고개역 5번,4557,2268,2289,392,543,545,628,815,1634,216,298,286,343,414,711,176,245,259,285,401,923,1972,0,1972
20231,A,골목상권,3110440,상계3동4동주민센터,1943,1010,933,178,208,253,285,312,707,102,113,145,167,160,323,76,95,108,118,152,384,840,0,840
20231,A,골목상권,3110441,영신여고,2426,1171,1255,333,441,233,348,499,572,164,221,112,150,253,271,169,220,121,198,246,301,844,0,844
20231,A,골목상권,3110442,화랑대철도공원,328,112,216,39,98,56,31,44,60,19,19,12,17,19,26,20,79,44,14,25,34,176,0,176
20231,A,골목상권,3110443,수색역 1번,14,9,5,0,0,0,3,3,8,0,0,0,3,2,4,0,0,0,0,1,4,10,0,10
20231,A,골목상권,3110444,수색성당,595,296,299,76,55,75,104,82,203,35,33,40,54,39,95,41,22,35,50,43,108,224,0,224
20231,A,골목상권,3110445,덕산중학교,1544,756,788,188,190,197,238,238,493,85,102,100,131,118,220,103,88,97,107,120,273,578,0,578
20231,A,골목상권,3110446,내를건너서숲으로도서관,1379,646,733,130,150,178,221,228,472,60,67,91,111,109,208,70,83,87,110,119,264,581,0,581
20231,A,골목상권,3110447,구산초등학교,1543,744,799,182,178,219,253,217,494,89,92,107,131,110,215,93,86,112,122,107,279,602,0,602
20231,A,골목상권,3110448,상신초등학교입구,2590,1319,1271,317,313,349,416,461,734,164,178,204,219,226,328,153,135,145,197,235,406,1041,0,1041
20231,A,골목상권,3110449,증산역 3번,5484,2684,2800,579,601,729,812,880,1883,316,300,375,392,450,851,263,301,354,420,430,1032,2270,0,2270
20231,A,골목상권,3110450,시립서북병원,8809,4214,4595,1080,1114,1195,1456,1453,2511,521,554,575,723,686,1155,559,560,620,733,767,1356,3289,0,3289
20231,A,골목상권,3110451,증산역 4번,5672,2807,2865,546,641,784,856,935,1910,270,326,398,448,459,906,276,315,386,408,476,1004,2343,0,2343
20231,A,골목상권,3110452,새절역 3번,2660,1325,1335,236,286,402,414,387,935,120,155,202,228,189,431,116,131,200,186,198,504,1194,0,1194
20231,A,골목상권,3110453,신사1동주민센터,8614,4195,4419,862,919,1313,1528,1363,2629,439,508,632,791,641,1184,423,411,681,737,722,1445,3727,0,3727
20231,A,골목상권,3110454,선정중학교,6292,2990,3302,773,808,842,1141,988,1740,390,378,405,596,483,738,383,430,437,545,505,1002,2438,0,2438
20231,A,골목상권,3110455,역촌노인복지관,8351,4010,4341,1018,951,1142,1498,1392,2350,499,471,540,763,689,1048,519,480,602,735,703,1302,3428,0,3428
20231,A,골목상권,3110456,구산보건지소,8243,3966,4277,1027,1064,1103,1397,1409,2243,518,527,537,717,681,986,509,537,566,680,728,1257,3069,0,3069
20231,A,골목상권,3110457,예일여고,4391,2071,2320,436,578,625,687,778,1287,220,263,302,339,353,594,216,315,323,348,425,693,1674,0,1674
20231,A,골목상권,3110458,선일여고,5649,2711,2938,640,869,846,833,985,1476,333,450,404,411,441,672,307,419,442,422,544,804,2206,0,2206
20231,A,골목상권,3110459,응암역 2번,4912,2315,2597,661,579,627,889,791,1365,323,306,291,429,368,598,338,273,336,460,423,767,1906,0,1906
20231,A,골목상권,3110460,구산역 4번,5531,2689,2842,629,717,751,903,960,1571,330,367,372,469,458,693,299,350,379,434,502,878,2210,0,2210
20231,A,골목상권,3110461,새절역 2번,1773,835,938,163,179,291,287,261,592,89,95,138,136,126,251,74,84,153,151,135,341,842,0,842
20231,A,골목상권,3110462,갈현건영아파트,6346,3133,3213,555,797,851,876,1086,2181,303,426,448,464,531,961,252,371,403,412,555,1220,2787,0,2787
20231,A,골목상권,3110463,응암3동주민센터,2226,1083,1143,160,205,304,312,426,819,85,112,153,170,208,355,75,93,151,142,218,464,1144,0,1144
20231,A,골목상권,3110464,연신내역 5번,4084,1940,2144,417,528,625,669,679,1166,229,268,274,355,308,506,188,260,351,314,371,660,1685,0,1685
20231,A,골목상권,3110465,연신내역 7번,2589,1225,1364,251,296,460,404,398,780,121,151,222,210,181,340,130,145,238,194,217,440,1166,0,1166
20231,A,골목상권,3110466,구산역 2번,4374,2093,2281,482,491,598,708,707,1388,250,237,293,360,345,608,232,254,305,348,362,780,1793,0,1793
20231,A,골목상권,3110467,은평요양병원,1109,543,566,109,103,176,177,152,392,58,52,84,100,71,178,51,51,92,77,81,214,505,0,505
20231,A,골목상권,3110468,응암역 3번,12111,5748,6363,1485,1360,1675,2186,1950,3455,749,693,747,1084,942,1533,736,667,928,1102,1008,1922,4789,0,4789
20231,A,골목상권,3110469,응암정보도서관,7458,3707,3751,589,882,938,974,1306,2769,296,472,518,505,665,1251,293,410,420,469,641,1518,3488,0,3488
20231,A,골목상권,3110470,신진과학기술고등학교,2018,961,1057,343,193,290,389,298,505,167,102,134,185,152,221,176,91,156,204,146,284,799,0,799
20231,A,골목상권,3110471,응암동우체국,4124,2054,2070,346,484,510,600,731,1453,172,262,265,325,367,663,174,222,245,275,364,790,1838,0,1838
20231,A,골목상권,3110472,연신내역 4번,5473,2569,2904,524,568,931,914,829,1707,237,268,446,452,394,772,287,300,485,462,435,935,2529,0,2529
20231,A,골목상권,3110473,구산역 1번,9899,4707,5192,1129,1098,1330,1670,1647,3025,546,540,662,843,781,1335,583,558,668,827,866,1690,4233,0,4233
20231,A,골목상권,3110474,세명컴퓨터고등학교,4603,2302,2301,396,525,736,700,739,1507,199,284,387,386,350,696,197,241,349,314,389,811,2009,0,2009
20231,A,골목상권,3110475,백련산해모로아파트,3424,1656,1768,457,385,438,608,538,998,232,196,213,302,269,444,225,189,225,306,269,554,1363,0,1363
20231,A,골목상권,3110476,역촌역 2번,1270,592,678,122,130,213,197,221,387,64,52,104,94,106,172,58,78,109,103,115,215,572,0,572
20231,A,골목상권,3110477,은평세무서,3132,1489,1643,372,318,421,517,493,1011,180,165,196,258,235,455,192,153,225,259,258,556,1296,0,1296
20231,A,골목상권,3110478,응암1동주민센터,3246,1546,1700,357,363,378,511,572,1065,184,176,190,252,284,460,173,187,188,259,288,605,1418,0,1418
20231,A,골목상권,3110479,연신내역 2번,3962,1955,2007,292,411,548,541,675,1495,167,228,292,278,316,674,125,183,256,263,359,821,1866,0,1866
20231,A,골목상권,3110480,연신내역 3번,3157,1492,1665,275,313,546,511,459,1053,137,163,270,267,201,454,138,150,276,244,258,599,1379,0,1379
20231,A,골목상권,3110481,불광역 7번,3327,1596,1731,285,350,677,573,490,952,166,158,300,311,235,426,119,192,377,262,255,526,1666,0,1666
20231,A,골목상권,3110482,연신초등학교,1593,789,804,121,182,209,208,314,559,61,99,104,109,151,265,60,83,105,99,163,294,763,0,763
20231,A,골목상권,3110483,연천초등학교,3404,1599,1805,320,416,476,495,595,1102,148,205,227,257,282,480,172,211,249,238,313,622,1472,0,1472
20231,A,골목상권,3110484,역촌역 3번,8280,4024,4256,887,773,1113,1406,1323,2778,436,403,569,724,681,1211,451,370,544,682,642,1567,3734,0,3734
20231,A,골목상권,3110485,연신내우체국,2599,1237,1362,280,257,341,386,426,909,138,129,171,199,208,392,142,128,170,187,218,517,1107,0,1107
20231,A,골목상권,3110486,은평구청,1966,990,976,270,187,285,361,306,557,156,102,127,193,164,248,114,85,158,168,142,309,821,0,821
20231,A,골목상권,3110487,불광역 8번,291,147,144,19,28,27,39,46,132,13,16,13,20,23,62,6,12,14,19,23,70,169,0,169
20231,A,골목상권,3110488,우리은행응암동지점,3057,1459,1598,370,299,407,508,499,974,189,147,211,259,235,418,181,152,196,249,264,556,1223,0,1223
20231,A,골목상권,3110489,불광역 3번,1329,613,716,105,103,232,205,183,501,54,51,113,103,86,206,51,52,119,102,97,295,629,0,629
20231,A,골목상권,3110490,녹번동근린공원,5238,2575,2663,538,575,705,867,847,1706,295,289,389,445,414,743,243,286,316,422,433,963,2217,0,2217
20231,A,골목상권,3110491,불광중학교,1436,705,731,155,156,161,222,224,518,78,86,81,121,103,236,77,70,80,101,121,282,617,0,617
20231,A,골목상권,3110492,하나고등학교,144,72,72,14,21,6,18,32,53,9,11,5,8,17,22,5,10,1,10,15,31,68,0,68
20231,A,골목상권,3110493,북가좌초등학교,1505,758,747,163,139,214,209,227,553,89,74,107,117,121,250,74,65,107,92,106,303,632,0,632
20231,A,골목상권,3110494,증산3교남측,868,427,441,97,91,130,122,149,279,46,43,64,60,75,139,51,48,66,62,74,140,341,0,341
20231,A,골목상권,3110495,북가좌2동주민센터,6502,3141,3361,701,667,883,1134,1004,2113,360,352,418,581,478,952,341,315,465,553,526,1161,2815,0,2815
20231,A,골목상권,3110496,모래내우체국,2178,1065,1113,237,231,314,330,326,740,127,108,158,168,172,332,110,123,156,162,154,408,909,0,909
20231,A,골목상권,3110497,가좌역 3번,31,14,17,3,2,4,2,4,16,2,0,3,1,2,6,1,2,1,1,2,10,15,0,15
20231,A,골목상권,3110498,증산역 1번,3569,1761,1808,311,364,531,587,535,1241,152,204,284,305,267,549,159,160,247,282,268,692,1561,0,1561
20231,A,골목상권,3110499,연가초등학교,6430,3205,3225,711,971,909,994,1132,1713,368,502,499,496,546,794,343,469,410,498,586,919,2541,0,2541
20231,A,골목상권,3110500,남가좌동현대아파트,772,372,400,174,77,106,147,100,168,77,43,51,82,44,75,97,34,55,65,56,93,259,0,259
20231,A,골목상권,3110501,연희어린이공원,1522,758,764,91,152,304,213,229,533,51,80,155,114,104,254,40,72,149,99,125,279,727,0,727
20231,A,골목상권,3110502,남가좌파출소,3808,1878,1930,364,410,529,566,600,1339,190,219,267,301,322,579,174,191,262,265,278,760,1776,0,1776
20231,A,골목상권,3110503,명지대학교교회,5162,2592,2570,441,749,956,713,822,1481,231,345,537,350,432,697,210,404,419,363,390,784,2607,0,2607
20231,A,골목상권,3110504,명지전문대,207,101,106,26,34,20,31,40,56,14,14,14,12,23,24,12,20,6,19,17,32,84,0,84
20231,A,골목상권,3110505,홍남교남측,227,121,106,15,33,26,32,50,71,7,19,15,22,26,32,8,14,11,10,24,39,107,0,107
20231,A,골목상권,3110506,연희임광아파트,582,260,322,57,46,161,127,77,114,24,19,74,58,40,45,33,27,87,69,37,69,336,0,336
20231,A,골목상권,3110507,명지대학교,6854,3335,3519,624,833,1122,970,1117,2188,311,396,595,495,547,991,313,437,527,475,570,1197,3365,0,3365
20231,A,골목상권,3110508,서연중학교,2270,1105,1165,304,223,282,355,352,754,150,124,145,162,168,356,154,99,137,193,184,398,890,0,890
20231,A,골목상권,3110509,연희대우아파트앞,3724,1745,1979,272,370,1238,612,432,800,147,156,573,303,216,350,125,214,665,309,216,450,2179,0,2179
20231,A,골목상권,3110510,홍연시장,1178,609,569,95,129,147,147,195,465,47,71,92,78,111,210,48,58,55,69,84,255,487,0,487
20231,A,골목상권,3110511,연희초등학교,5399,2802,2597,360,693,1944,779,582,1041,182,352,1139,379,280,470,178,341,805,400,302,571,3400,0,3400
20231,A,골목상권,3110512,연희지하차도,3384,1639,1745,316,412,468,503,568,1117,163,218,243,256,273,486,153,194,225,247,295,631,1477,0,1477
20231,A,골목상권,3110513,연희파출소,1052,493,559,139,110,191,183,159,270,67,49,86,88,83,120,72,61,105,95,76,150,481,0,481
20231,A,골목상권,3110514,서대문우체국,2136,1081,1055,82,297,888,251,195,423,45,140,479,137,90,190,37,157,409,114,105,233,1537,0,1537
20231,A,골목상권,3110515,홍은중학교,2507,1210,1297,253,315,310,376,414,839,133,148,158,194,200,377,120,167,152,182,214,462,1057,0,1057
20231,A,골목상권,3110516,정원여중,1230,587,643,109,143,176,184,233,385,43,76,89,92,114,173,66,67,87,92,119,212,491,0,491
20231,A,골목상권,3110517,서대문소방서,969,465,504,196,127,139,135,158,214,109,62,61,61,72,100,87,65,78,74,86,114,382,0,382
20231,A,골목상권,3110518,서대문구청,557,256,301,68,69,73,80,97,170,30,34,33,37,46,76,38,35,40,43,51,94,230,0,230
20231,A,골목상권,3110519,서대문구보건소별관,4078,1910,2168,516,474,523,604,638,1323,223,237,264,310,315,561,293,237,259,294,323,762,1613,0,1613
20231,A,골목상권,3110520,경의중앙 신촌역,1512,713,799,58,223,479,202,170,380,33,86,245,101,94,154,25,137,234,101,76,226,1005,0,1005
20231,A,골목상권,3110521,홍제역 4번,1021,502,519,73,102,145,157,162,382,40,59,72,77,79,175,33,43,73,80,83,207,512,0,512
20231,A,골목상권,3110522,홍제역 3번,1411,646,765,128,164,163,220,223,513,59,84,81,112,101,209,69,80,82,108,122,304,604,0,604
20231,A,골목상권,3110523,홍제성원아파트,575,281,294,49,76,72,77,82,219,24,33,38,40,38,108,25,43,34,37,44,111,218,0,218
20231,A,골목상권,3110524,연희세브란스병원,216,94,122,27,21,70,37,17,44,14,4,30,16,10,20,13,17,40,21,7,24,132,0,132
20231,A,골목상권,3110525,홍은종합사회복지관,415,196,219,50,44,33,71,71,146,25,22,15,34,35,65,25,22,18,37,36,81,184,0,184
20231,A,골목상권,3110526,봉원사,1129,503,626,114,140,338,134,135,268,60,45,137,61,69,131,54,95,201,73,66,137,668,0,668
20231,A,골목상권,3110527,홍제역 2번,1705,820,885,123,172,276,189,301,644,65,90,136,93,150,286,58,82,140,96,151,358,804,0,804
20231,A,골목상권,3110528,서울여자간호대학교,1349,677,672,129,160,160,176,254,470,77,79,88,100,128,205,52,81,72,76,126,265,585,0,585
20231,A,골목상권,3110529,홍제3동주민센터,3657,1771,1886,258,389,461,482,633,1434,125,196,237,282,312,619,133,193,224,200,321,815,1747,0,1747
20231,A,골목상권,3110530,아현역 1번,288,144,144,16,23,47,46,40,116,8,8,28,25,22,53,8,15,19,21,18,63,171,0,171
20231,A,골목상권,3110531,홍지문,460,229,231,29,69,88,57,69,148,14,36,46,30,41,62,15,33,42,27,28,86,245,0,245
20231,A,골목상권,3110532,아현역 2번,2224,1049,1175,159,221,313,332,404,795,74,107,166,179,212,311,85,114,147,153,192,484,1216,0,1216
20231,A,골목상권,3110533,충정로역 7번,1174,606,568,53,121,195,178,216,411,28,64,113,92,119,190,25,57,82,86,97,221,626,0,626
20231,A,골목상권,3110534,경기대학교,1726,845,881,141,205,283,205,286,606,63,96,154,109,154,269,78,109,129,96,132,337,846,0,846
20231,A,골목상권,3110535,영천시장입구,1441,663,778,144,149,180,215,230,523,81,76,85,100,122,199,63,73,95,115,108,324,709,0,709
20231,A,골목상권,3110536,돈의문센트레빌아파트입구,750,392,358,36,81,143,107,146,237,15,47,72,60,76,122,21,34,71,47,70,115,384,0,384
20231,A,골목상권,3110537,충정로현대아파트,760,352,408,85,67,209,123,95,181,33,30,96,55,53,85,52,37,113,68,42,96,434,0,434
20231,A,골목상권,3110538,충정로역 3번,313,159,154,14,30,80,62,37,90,4,16,46,33,21,39,10,14,34,29,16,51,202,0,202
20231,A,골목상권,3110539,미근동,512,263,249,24,34,137,66,67,184,13,21,70,40,34,85,11,13,67,26,33,99,315,0,315
20231,A,골목상권,3110540,망원나들목체육관,3204,1642,1562,407,327,495,604,504,867,212,181,251,314,279,405,195,146,244,290,225,462,1346,0,1346
20231,A,골목상권,3110541,동교초등학교,4956,2368,2588,662,534,739,925,773,1323,318,265,343,445,384,613,344,269,396,480,389,710,1984,0,1984
20231,A,골목상권,3110542,마포구청역 7번,5409,2639,2770,654,573,920,1017,855,1390,334,315,425,504,431,630,320,258,495,513,424,760,2278,0,2278
20231,A,골목상권,3110543,중암중학교,1093,532,561,132,141,180,158,194,288,70,74,97,68,98,125,62,67,83,90,96,163,500,0,500
20231,A,골목상권,3110544,망리단길,13911,6611,7300,1411,1456,2574,2519,2165,3786,739,711,1181,1247,1069,1664,672,745,1393,1272,1096,2122,6443,0,6443
20231,A,골목상권,3110545,마포구청역 1번,2474,1057,1417,230,246,708,526,320,444,108,99,255,223,161,211,122,147,453,303,159,233,1406,0,1406
20231,A,골목상권,3110546,양화대교북단,2927,1427,1500,292,271,679,561,378,746,133,134,341,289,184,346,159,137,338,272,194,400,1371,0,1371
20231,A,골목상권,3110547,KB국민은행 망원동지점,2759,1298,1461,327,302,420,454,446,810,159,156,180,227,222,354,168,146,240,227,224,456,1125,0,1125
20231,A,골목상권,3110548,마포구청역 4번,2818,1341,1477,261,296,537,546,451,727,141,155,248,263,216,318,120,141,289,283,235,409,1348,0,1348
20231,A,골목상권,3110549,새터산,2754,1349,1405,334,319,432,446,453,770,167,161,214,224,238,345,167,158,218,222,215,425,1172,0,1172
20231,A,골목상권,3110550,합정역 8번,6202,2844,3358,614,625,1406,1227,837,1493,287,268,593,625,405,666,327,357,813,602,432,827,2916,0,2916
20231,A,골목상권,3110551,성서초등학교,4480,2137,2343,639,528,633,853,786,1041,315,277,278,397,388,482,324,251,355,456,398,559,1793,0,1793
20231,A,골목상권,3110552,성미산체육관,2104,1010,1094,190,214,342,339,378,641,91,106,162,165,180,306,99,108,180,174,198,335,988,0,988
20231,A,골목상권,3110553,가좌역 2번,3229,1595,1634,276,357,485,515,556,1040,158,169,244,252,299,473,118,188,241,263,257,567,1583,0,1583
20231,A,골목상권,3110554,망원역 1번,4497,2051,2446,354,414,906,893,682,1248,171,197,373,418,332,560,183,217,533,475,350,688,2430,0,2430
20231,A,골목상권,3110555,홍익지구대,261,124,137,17,24,59,53,43,65,13,10,22,30,20,29,4,14,37,23,23,36,130,0,130
20231,A,골목상권,3110556,절두산순교성지,1314,629,685,100,126,257,234,190,407,53,71,114,127,77,187,47,55,143,107,113,220,628,0,628
20231,A,골목상권,3110557,홍대부속여중고앞,3595,1650,1945,351,321,747,789,555,832,168,158,331,382,248,363,183,163,416,407,307,469,1792,0,1792
20231,A,골목상권,3110558,경성고등학교,8634,4138,4496,815,880,1547,1561,1342,2489,405,479,729,779,651,1095,410,401,818,782,691,1394,3932,0,3932
20231,A,골목상권,3110559,성산중학교,2954,1362,1592,229,302,676,555,424,768,122,142,287,276,206,329,107,160,389,279,218,439,1447,0,1447
20231,A,골목상권,3110560,마포FM,1685,797,888,155,160,366,339,234,431,84,62,172,167,115,197,71,98,194,172,119,234,838,0,838
20231,A,골목상권,3110561,상수역 4번,2572,1243,1329,140,266,677,540,338,611,71,112,354,284,156,266,69,154,323,256,182,345,1435,0,1435
20231,A,골목상권,3110562,연트럴파크(연남동주민센터),3257,1535,1722,373,291,677,658,434,824,197,148,314,323,200,353,176,143,363,335,234,471,1565,0,1565
20231,A,골목상권,3110563,상수역 3번,765,369,396,62,73,245,139,84,162,37,32,112,72,41,75,25,41,133,67,43,87,432,0,432
20231,A,골목상권,3110564,홍대입구역 3번,767,360,407,57,56,204,174,96,180,31,26,103,78,47,75,26,30,101,96,49,105,472,0,472
20231,A,골목상권,3110565,홍익대,1663,824,839,89,278,550,235,229,282,44,115,323,115,104,123,45,163,227,120,125,159,1049,0,1049
20231,A,골목상권,3110566,경의선책거리,2138,995,1143,135,238,623,394,284,464,73,95,295,188,145,199,62,143,328,206,139,265,1261,0,1261
20231,A,골목상권,3110567,광흥창역 6번,321,136,185,21,36,97,47,35,85,5,15,38,24,17,37,16,21,59,23,18,48,194,0,194
20231,A,골목상권,3110568,광흥창역 1번,350,185,165,54,44,46,59,73,74,31,26,26,30,39,33,23,18,20,29,34,41,147,0,147
20231,A,골목상권,3110569,홍대땡땡거리,2009,986,1023,102,207,651,335,232,482,59,97,316,177,122,215,43,110,335,158,110,267,1323,0,1323
20231,A,골목상권,3110570,KB국민은행 서강지점,556,262,294,120,34,79,124,80,119,60,16,35,62,35,54,60,18,44,62,45,65,237,0,237
20231,A,골목상권,3110571,신수동주민센터,2470,1210,1260,243,265,357,403,391,811,121,139,199,203,201,347,122,126,158,200,190,464,1084,0,1084
20231,A,골목상권,3110572,서강대역 1번,2863,1504,1359,166,370,804,424,392,707,91,185,468,227,217,316,75,185,336,197,175,391,1775,0,1775
20231,A,골목상권,3110573,신촌역 6번,209,114,95,16,23,73,34,22,41,11,13,41,13,15,21,5,10,32,21,7,20,135,0,135
20231,A,골목상권,3110574,서강대학교,166,92,74,13,11,40,30,26,46,6,5,27,16,17,21,7,6,13,14,9,25,83,0,83
20231,A,골목상권,3110575,대흥동주민센터,2817,1400,1417,159,282,548,392,423,1013,78,124,302,214,234,448,81,158,246,178,189,565,1773,0,1773
20231,A,골목상권,3110576,대흥역 3번,1224,606,618,121,118,167,211,176,431,68,56,84,104,90,204,53,62,83,107,86,227,592,0,592
20231,A,골목상권,3110577,용강동주민센터,828,388,440,100,101,113,142,144,228,52,41,56,69,70,100,48,60,57,73,74,128,344,0,344
20231,A,골목상권,3110578,대흥역 2번,2888,1450,1438,216,322,375,384,515,1076,115,180,204,201,267,483,101,142,171,183,248,593,1485,0,1485
