year_quarter_code,service_code,major_category_code,major_category_code_name,middle_category_code,middle_category_code_name,service_name,store_count,franchise_store_count
20222,CS200027,C02,서비스업,C0204,기타 서비스,모터사이클수리,683,1
20222,CS200036,C02,서비스업,C0204,기타 서비스,고시원,499,2
20222,CS200041,C02,서비스업,C0204,기타 서비스,사진관,5208,11
20222,CS200043,C02,서비스업,C0204,기타 서비스,건축물청소,3659,65
20222,CS300010,C03,도소매업,C0301,생활소매,반찬가게,9170,172
20222,CS300032,C03,도소매업,C0302,전자소매,가전제품,4016,9
20222,CS300037,C03,도소매업,C0303,잡화소매,중고차판매,762,5
20222,CS300041,C03,도소매업,C0303,잡화소매,예술품,1925,3
20222,CS100010,C01,외식업,C0102,제과/커피,커피-음료,16250,5955
20222,CS200013,C02,서비스업,C0204,기타 서비스,기타법무서비스,1635,0
20222,CS200016,C02,서비스업,C0203,여가/미용,당구장,3812,50
20222,CS200018,C02,서비스업,C0203,여가/미용,볼링장,139,0
20222,CS200035,C02,서비스업,C0204,기타 서비스,게스트하우스,949,15
20222,CS200044,C02,서비스업,C0204,기타 서비스,여행사,5799,8
20222,CS300005,C03,도소매업,C0301,생활소매,주류도매,993,3
20222,CS300021,C03,도소매업,C0303,잡화소매,문구,3945,389
20222,CS300023,C03,도소매업,C0303,잡화소매,미용재료,1803,6
20222,CS300025,C03,도소매업,C0302,전자소매,자전거 및 기타운송장비,831,0
20222,CS300040,C03,도소매업,C0303,잡화소매,재생용품 판매점,1194,0
20222,CS300042,C03,도소매업,C0303,잡화소매,주유소,978,1
20222,CS200002,C02,서비스업,C0201,학원,외국어학원,3867,318
20222,CS200010,C02,서비스업,C0204,기타 서비스,변호사사무소,3819,1
20222,CS200019,C02,서비스업,C0203,여가/미용,PC방,1238,79
20222,CS200024,C02,서비스업,C0203,여가/미용,스포츠클럽,2543,135
20222,CS300004,C03,도소매업,C0302,전자소매,핸드폰,5245,47
20222,CS300006,C03,도소매업,C0301,생활소매,미곡판매,3045,5
20222,CS300008,C03,도소매업,C0301,생활소매,수산물판매,5023,3
20222,CS300026,C03,도소매업,C0303,잡화소매,완구,1003,13
20222,CS300031,C03,도소매업,C0303,잡화소매,가구,3441,3
20222,CS100009,C01,외식업,C0103,호프간이주점,호프-간이주점,7968,1191
20222,CS200009,C02,서비스업,C0202,의원,동물병원,898,12
20222,CS200032,C02,서비스업,C0204,기타 서비스,가전제품수리,2640,0
20222,CS200042,C02,서비스업,C0204,기타 서비스,통번역서비스,1315,4
20222,CS200046,C02,서비스업,C0204,기타 서비스,의류임대,530,2
20222,CS300001,C03,도소매업,C0301,생활소매,슈퍼마켓,12346,393
20222,CS300003,C03,도소매업,C0302,전자소매,컴퓨터및주변장치판매,10091,8
20222,CS300015,C03,도소매업,C0303,잡화소매,가방,3104,8
20222,CS300017,C03,도소매업,C0303,잡화소매,시계및귀금속,5395,65
20222,CS300027,C03,도소매업,C0303,잡화소매,섬유제품,3702,13
20222,CS100008,C01,외식업,C0101,음식(식사),분식전문점,12001,2581
20222,CS200005,C02,서비스업,C0201,학원,스포츠 강습,5355,190
20222,CS200015,C02,서비스업,C0204,기타 서비스,세무사사무소,5762,1
20222,CS200020,C02,서비스업,C0203,여가/미용,전자게임장,295,3
20222,CS200025,C02,서비스업,C0204,기타 서비스,자동차수리,3946,356
20222,CS200034,C02,서비스업,C0204,기타 서비스,여관,2602,16
20222,CS200037,C02,서비스업,C0203,여가/미용,노래방,5840,129
20222,CS200039,C02,서비스업,C0203,여가/미용,DVD방,194,2
20222,CS200040,C02,서비스업,C0204,기타 서비스,녹음실,871,3
20222,CS300002,C03,도소매업,C0301,생활소매,편의점,828,10580
20222,CS300014,C03,도소매업,C0303,잡화소매,신발,4257,42
20222,CS300020,C03,도소매업,C0303,잡화소매,서적,3798,60
20222,CS300024,C03,도소매업,C0303,잡화소매,운동/경기용품,4087,6
20222,CS300036,C03,도소매업,C0303,잡화소매,조명용품,9203,9
20223,CS100002,C01,외식업,C0101,음식(식사),중식음식점,5394,350
20223,CS100007,C01,외식업,C0101,음식(식사),치킨전문점,2246,3599
20223,CS200004,C02,서비스업,C0201,학원,컴퓨터학원,354,2
20223,CS200007,C02,서비스업,C0202,의원,치과의원,5006,2
20223,CS200011,C02,서비스업,C0204,기타 서비스,변리사사무소,766,3
20223,CS200012,C02,서비스업,C0204,기타 서비스,법무사사무소,2428,0
20223,CS200014,C02,서비스업,C0204,기타 서비스,회계사사무소,972,0
20223,CS200031,C02,서비스업,C0204,기타 서비스,세탁소,4324,971
20223,CS200045,C02,서비스업,C0204,기타 서비스,비디오/서적임대,192,50
20223,CS300007,C03,도소매업,C0301,생활소매,육류판매,6582,25
20223,CS300012,C03,도소매업,C0303,잡화소매,한복점,525,0
20223,CS300028,C03,도소매업,C0303,잡화소매,화초,5195,6
20223,CS300029,C03,도소매업,C0303,잡화소매,애완동물,2138,53
20223,CS300030,C03,도소매업,C0303,잡화소매,중고가구,141,3
20223,CS300034,C03,도소매업,C0303,잡화소매,악기,822,0
20223,CS300039,C03,도소매업,C0302,전자소매,모터사이클및부품,644,1
20223,CS100006,C01,외식업,C0101,음식(식사),패스트푸드점,3518,2705
20223,CS200001,C02,서비스업,C0201,학원,일반교습학원,14437,1285
20223,CS200017,C02,서비스업,C0203,여가/미용,골프연습장,1634,92
20223,CS200021,C02,서비스업,C0203,여가/미용,기타오락장,1208,30
20223,CS200026,C02,서비스업,C0204,기타 서비스,자동차미용,1536,35
20223,CS200028,C02,서비스업,C0203,여가/미용,미용실,17668,1216
20223,CS200029,C02,서비스업,C0203,여가/미용,네일숍,3874,67
20223,CS200030,C02,서비스업,C0203,여가/미용,피부관리실,6607,184
20223,CS200033,C02,서비스업,C0204,기타 서비스,부동산중개업,34524,9
20223,CS200038,C02,서비스업,C0204,기타 서비스,독서실,2365,326
20223,CS200047,C02,서비스업,C0204,기타 서비스,가정용품임대,675,2
20223,CS300009,C03,도소매업,C0301,생활소매,청과상,7139,25
20223,CS300011,C03,도소매업,C0303,잡화소매,일반의류,40690,125
20223,CS300013,C03,도소매업,C0303,잡화소매,유아의류,5880,14
20223,CS300018,C03,도소매업,C0303,잡화소매,의약품,8597,529
20223,CS300022,C03,도소매업,C0303,잡화소매,화장품,16310,1134
20223,CS300033,C03,도소매업,C0302,전자소매,철물점,3034,10
20223,CS100003,C01,외식업,C0101,음식(식사),일식음식점,6396,688
20223,CS100005,C01,외식업,C0102,제과/커피,제과점,4133,1858
20223,CS200003,C02,서비스업,C0201,학원,예술학원,7545,324
20223,CS200008,C02,서비스업,C0202,의원,한의원,3764,0
20223,CS200022,C02,서비스업,C0204,기타 서비스,복권방,667,1
20223,CS300016,C03,도소매업,C0303,잡화소매,안경,1954,520
20223,CS300019,C03,도소매업,C0303,잡화소매,의료기기,2458,14
20223,CS300035,C03,도소매업,C0303,잡화소매,인테리어,5182,11
20223,CS300038,C03,도소매업,C0302,전자소매,자동차부품,3230,24
20223,CS300043,C03,도소매업,C0302,전자소매,전자상거래업,66219,154
20223,CS100001,C01,외식업,C0101,음식(식사),한식음식점,55961,5663
20223,CS100004,C01,외식업,C0101,음식(식사),양식음식점,8309,703
20223,CS200006,C02,서비스업,C0202,의원,일반의원,9569,39
20223,CS200023,C02,서비스업,C0204,기타 서비스,통신기기수리,604,2
20223,CS200027,C02,서비스업,C0204,기타 서비스,모터사이클수리,693,1
20223,CS200036,C02,서비스업,C0204,기타 서비스,고시원,466,2
20223,CS200041,C02,서비스업,C0204,기타 서비스,사진관,5212,11
20223,CS200043,C02,서비스업,C0204,기타 서비스,건축물청소,3600,63
20223,CS300010,C03,도소매업,C0301,생활소매,반찬가게,9250,169
20223,CS300032,C03,도소매업,C0302,전자소매,가전제품,3992,9
20223,CS300037,C03,도소매업,C0303,잡화소매,중고차판매,751,5
20223,CS300041,C03,도소매업,C0303,잡화소매,예술품,1977,3
20223,CS100010,C01,외식업,C0102,제과/커피,커피-음료,16640,5977
20223,CS200013,C02,서비스업,C0204,기타 서비스,기타법무서비스,1615,0
20223,CS200016,C02,서비스업,C0203,여가/미용,당구장,3728,47
20223,CS200018,C02,서비스업,C0203,여가/미용,볼링장,138,0
20223,CS200035,C02,서비스업,C0204,기타 서비스,게스트하우스,910,15
20223,CS200044,C02,서비스업,C0204,기타 서비스,여행사,5759,7
20223,CS300005,C03,도소매업,C0301,생활소매,주류도매,1019,3
20223,CS300021,C03,도소매업,C0303,잡화소매,문구,3939,385
20223,CS300023,C03,도소매업,C0303,잡화소매,미용재료,1791,6
20223,CS300025,C03,도소매업,C0302,전자소매,자전거 및 기타운송장비,828,0
20223,CS300040,C03,도소매업,C0303,잡화소매,재생용품 판매점,1177,0
20223,CS300042,C03,도소매업,C0303,잡화소매,주유소,968,1
20223,CS200002,C02,서비스업,C0201,학원,외국어학원,4233,337
20223,CS200010,C02,서비스업,C0204,기타 서비스,변호사사무소,3779,1
20223,CS200019,C02,서비스업,C0203,여가/미용,PC방,1161,72
20223,CS200024,C02,서비스업,C0203,여가/미용,스포츠클럽,2483,130
20223,CS300004,C03,도소매업,C0302,전자소매,핸드폰,5068,46
20223,CS300006,C03,도소매업,C0301,생활소매,미곡판매,2997,5
20223,CS300008,C03,도소매업,C0301,생활소매,수산물판매,4932,3
20223,CS300026,C03,도소매업,C0303,잡화소매,완구,1018,12
20223,CS300031,C03,도소매업,C0303,잡화소매,가구,3400,3
20223,CS100009,C01,외식업,C0103,호프간이주점,호프-간이주점,7763,1182
20223,CS200009,C02,서비스업,C0202,의원,동물병원,897,12
20223,CS200032,C02,서비스업,C0204,기타 서비스,가전제품수리,2630,0
20223,CS200042,C02,서비스업,C0204,기타 서비스,통번역서비스,1295,4
20223,CS200046,C02,서비스업,C0204,기타 서비스,의류임대,517,2
20223,CS300001,C03,도소매업,C0301,생활소매,슈퍼마켓,12440,410
20223,CS300003,C03,도소매업,C0302,전자소매,컴퓨터및주변장치판매,10013,8
20223,CS300015,C03,도소매업,C0303,잡화소매,가방,3102,8
20223,CS300017,C03,도소매업,C0303,잡화소매,시계및귀금속,5363,64
20223,CS300027,C03,도소매업,C0303,잡화소매,섬유제품,3736,13
20223,CS100008,C01,외식업,C0101,음식(식사),분식전문점,12187,2519
20223,CS200005,C02,서비스업,C0201,학원,스포츠 강습,5481,188
20223,CS200015,C02,서비스업,C0204,기타 서비스,세무사사무소,5730,1
20223,CS200020,C02,서비스업,C0203,여가/미용,전자게임장,273,2
20223,CS200025,C02,서비스업,C0204,기타 서비스,자동차수리,3908,353
20223,CS200034,C02,서비스업,C0204,기타 서비스,여관,2648,15
20223,CS200037,C02,서비스업,C0203,여가/미용,노래방,5731,129
20223,CS200039,C02,서비스업,C0203,여가/미용,DVD방,218,2
20223,CS200040,C02,서비스업,C0204,기타 서비스,녹음실,863,3
20223,CS300002,C03,도소매업,C0301,생활소매,편의점,860,10488
20223,CS300014,C03,도소매업,C0303,잡화소매,신발,4174,37
20223,CS300020,C03,도소매업,C0303,잡화소매,서적,3784,59
20223,CS300024,C03,도소매업,C0303,잡화소매,운동/경기용품,4115,7
20223,CS300036,C03,도소매업,C0303,잡화소매,조명용품,9143,9
20224,CS100002,C01,외식업,C0101,음식(식사),중식음식점,5453,339
20224,CS100007,C01,외식업,C0101,음식(식사),치킨전문점,2197,3547
20224,CS200004,C02,서비스업,C0201,학원,컴퓨터학원,344,3
20224,CS200007,C02,서비스업,C0202,의원,치과의원,5005,2
20224,CS200011,C02,서비스업,C0204,기타 서비스,변리사사무소,759,3
20224,CS200012,C02,서비스업,C0204,기타 서비스,법무사사무소,2451,0
20224,CS200014,C02,서비스업,C0204,기타 서비스,회계사사무소,976,0
20224,CS200031,C02,서비스업,C0204,기타 서비스,세탁소,4336,964
20224,CS200045,C02,서비스업,C0204,기타 서비스,비디오/서적임대,192,50
20224,CS300007,C03,도소매업,C0301,생활소매,육류판매,6516,25
20224,CS300012,C03,도소매업,C0303,잡화소매,한복점,525,0
20224,CS300028,C03,도소매업,C0303,잡화소매,화초,5257,6
20224,CS300029,C03,도소매업,C0303,잡화소매,애완동물,2236,51
20224,CS300030,C03,도소매업,C0303,잡화소매,중고가구,140,3
20224,CS300034,C03,도소매업,C0303,잡화소매,악기,827,0
20224,CS300039,C03,도소매업,C0302,전자소매,모터사이클및부품,631,1
20224,CS100006,C01,외식업,C0101,음식(식사),패스트푸드점,3485,2693
20224,CS200001,C02,서비스업,C0201,학원,일반교습학원,14179,1271
20224,CS200017,C02,서비스업,C0203,여가/미용,골프연습장,1652,93
20224,CS200021,C02,서비스업,C0203,여가/미용,기타오락장,1280,30
20224,CS200026,C02,서비스업,C0204,기타 서비스,자동차미용,1534,35
20224,CS200028,C02,서비스업,C0203,여가/미용,미용실,17711,1213
20224,CS200029,C02,서비스업,C0203,여가/미용,네일숍,3772,66
20224,CS200030,C02,서비스업,C0203,여가/미용,피부관리실,6912,188
20224,CS200033,C02,서비스업,C0204,기타 서비스,부동산중개업,33824,9
20224,CS200038,C02,서비스업,C0204,기타 서비스,독서실,2353,316
20224,CS200047,C02,서비스업,C0204,기타 서비스,가정용품임대,669,1
20224,CS300009,C03,도소매업,C0301,생활소매,청과상,7072,24
20224,CS300011,C03,도소매업,C0303,잡화소매,일반의류,40374,123
20224,CS300013,C03,도소매업,C0303,잡화소매,유아의류,5765,14
20224,CS300018,C03,도소매업,C0303,잡화소매,의약품,8651,531
20224,CS300022,C03,도소매업,C0303,잡화소매,화장품,16239,1135
20224,CS300033,C03,도소매업,C0302,전자소매,철물점,3059,10
20224,CS100003,C01,외식업,C0101,음식(식사),일식음식점,6458,680
20224,CS100005,C01,외식업,C0102,제과/커피,제과점,4185,1849
20224,CS200003,C02,서비스업,C0201,학원,예술학원,7551,334
20224,CS200008,C02,서비스업,C0202,의원,한의원,3766,0
20224,CS200022,C02,서비스업,C0204,기타 서비스,복권방,660,1
20224,CS300016,C03,도소매업,C0303,잡화소매,안경,1961,516
20224,CS300019,C03,도소매업,C0303,잡화소매,의료기기,2439,14
20224,CS300035,C03,도소매업,C0303,잡화소매,인테리어,5192,11
20224,CS300038,C03,도소매업,C0302,전자소매,자동차부품,3221,23
20224,CS300043,C03,도소매업,C0302,전자소매,전자상거래업,64200,149
20224,CS100001,C01,외식업,C0101,음식(식사),한식음식점,55631,5542
20224,CS100004,C01,외식업,C0101,음식(식사),양식음식점,8421,695
20224,CS200006,C02,서비스업,C0202,의원,일반의원,9606,41
20224,CS200023,C02,서비스업,C0204,기타 서비스,통신기기수리,607,2
20224,CS200027,C02,서비스업,C0204,기타 서비스,모터사이클수리,692,1
20224,CS200036,C02,서비스업,C0204,기타 서비스,고시원,436,2
20224,CS200041,C02,서비스업,C0204,기타 서비스,사진관,5245,11
20224,CS200043,C02,서비스업,C0204,기타 서비스,건축물청소,3553,63
20224,CS300010,C03,도소매업,C0301,생활소매,반찬가게,9328,170
20224,CS300032,C03,도소매업,C0302,전자소매,가전제품,4001,10
20224,CS300037,C03,도소매업,C0303,잡화소매,중고차판매,748,5
20224,CS300041,C03,도소매업,C0303,잡화소매,예술품,2015,3
20224,CS100010,C01,외식업,C0102,제과/커피,커피-음료,17002,6045
20224,CS200013,C02,서비스업,C0204,기타 서비스,기타법무서비스,1600,0
20224,CS200016,C02,서비스업,C0203,여가/미용,당구장,3717,46
20224,CS200018,C02,서비스업,C0203,여가/미용,볼링장,137,0
20224,CS200035,C02,서비스업,C0204,기타 서비스,게스트하우스,891,15
20224,CS200044,C02,서비스업,C0204,기타 서비스,여행사,5736,7
20224,CS300005,C03,도소매업,C0301,생활소매,주류도매,1046,3
20224,CS300021,C03,도소매업,C0303,잡화소매,문구,3961,387
20224,CS300023,C03,도소매업,C0303,잡화소매,미용재료,1777,6
20224,CS300025,C03,도소매업,C0302,전자소매,자전거 및 기타운송장비,825,0
20224,CS300040,C03,도소매업,C0303,잡화소매,재생용품 판매점,1170,0
20224,CS300042,C03,도소매업,C0303,잡화소매,주유소,966,1
20224,CS200002,C02,서비스업,C0201,학원,외국어학원,4584,374
20224,CS200010,C02,서비스업,C0204,기타 서비스,변호사사무소,3744,1
20224,CS200019,C02,서비스업,C0203,여가/미용,PC방,1104,66
20224,CS200024,C02,서비스업,C0203,여가/미용,스포츠클럽,2418,126
20224,CS300004,C03,도소매업,C0302,전자소매,핸드폰,4941,45
20224,CS300006,C03,도소매업,C0301,생활소매,미곡판매,2975,5
20224,CS300008,C03,도소매업,C0301,생활소매,수산물판매,4868,3
20224,CS300026,C03,도소매업,C0303,잡화소매,완구,1021,14
20224,CS300031,C03,도소매업,C0303,잡화소매,가구,3380,3
20224,CS100009,C01,외식업,C0103,호프간이주점,호프-간이주점,7683,1171
20224,CS200009,C02,서비스업,C0202,의원,동물병원,902,12
20224,CS200032,C02,서비스업,C0204,기타 서비스,가전제품수리,2639,0
20224,CS200042,C02,서비스업,C0204,기타 서비스,통번역서비스,1279,4
20224,CS200046,C02,서비스업,C0204,기타 서비스,의류임대,508,2
20224,CS300001,C03,도소매업,C0301,생활소매,슈퍼마켓,12692,408
20224,CS300003,C03,도소매업,C0302,전자소매,컴퓨터및주변장치판매,9995,8
20224,CS300015,C03,도소매업,C0303,잡화소매,가방,3107,8
20224,CS300017,C03,도소매업,C0303,잡화소매,시계및귀금속,5346,64
20224,CS300027,C03,도소매업,C0303,잡화소매,섬유제품,3804,11
20224,CS100008,C01,외식업,C0101,음식(식사),분식전문점,12351,2472
20224,CS200005,C02,서비스업,C0201,학원,스포츠 강습,5616,185
20224,CS200015,C02,서비스업,C0204,기타 서비스,세무사사무소,5699,1
20224,CS200020,C02,서비스업,C0203,여가/미용,전자게임장,255,2
20224,CS200025,C02,서비스업,C0204,기타 서비스,자동차수리,3904,351
20224,CS200034,C02,서비스업,C0204,기타 서비스,여관,2715,15
20224,CS200037,C02,서비스업,C0203,여가/미용,노래방,5683,133
20224,CS200039,C02,서비스업,C0203,여가/미용,DVD방,245,2
20224,CS200040,C02,서비스업,C0204,기타 서비스,녹음실,859,3
20224,CS300002,C03,도소매업,C0301,생활소매,편의점,892,10411
20224,CS300014,C03,도소매업,C0303,잡화소매,신발,4116,38
20224,CS300020,C03,도소매업,C0303,잡화소매,서적,3769,58
20224,CS300024,C03,도소매업,C0303,잡화소매,운동/경기용품,4124,7
20224,CS300036,C03,도소매업,C0303,잡화소매,조명용품,9091,9
20231,CS200033,C02,서비스업,C0204,기타 서비스,부동산중개업,32927,9
20231,CS200038,C02,서비스업,C0204,기타 서비스,독서실,2361,291
20231,CS200047,C02,서비스업,C0204,기타 서비스,가정용품임대,652,1
20231,CS300009,C03,도소매업,C0301,생활소매,청과상,6977,24
20231,CS300011,C03,도소매업,C0303,잡화소매,일반의류,39669,123
20231,CS300013,C03,도소매업,C0303,잡화소매,유아의류,5636,14
20231,CS300018,C03,도소매업,C0303,잡화소매,의약품,8660,535
20231,CS300022,C03,도소매업,C0303,잡화소매,화장품,16066,1135
20231,CS300033,C03,도소매업,C0302,전자소매,철물점,3082,10
20231,CS100003,C01,외식업,C0101,음식(식사),일식음식점,6550,666
20231,CS100005,C01,외식업,C0102,제과/커피,제과점,4178,1825
20231,CS200003,C02,서비스업,C0201,학원,예술학원,7558,339
20231,CS200008,C02,서비스업,C0202,의원,한의원,3758,0
20231,CS200022,C02,서비스업,C0204,기타 서비스,복권방,647,1
20231,CS300016,C03,도소매업,C0303,잡화소매,안경,1963,516
20231,CS300019,C03,도소매업,C0303,잡화소매,의료기기,2405,13
20231,CS300035,C03,도소매업,C0303,잡화소매,인테리어,5185,11
20231,CS300038,C03,도소매업,C0302,전자소매,자동차부품,3189,24
20231,CS300043,C03,도소매업,C0302,전자소매,전자상거래업,60781,142
20231,CS100001,C01,외식업,C0101,음식(식사),한식음식점,55331,5430
20231,CS100004,C01,외식업,C0101,음식(식사),양식음식점,8437,682
20231,CS200006,C02,서비스업,C0202,의원,일반의원,9668,40
20231,CS200023,C02,서비스업,C0204,기타 서비스,통신기기수리,601,0
